,0,1,2,3,4,5,6,7,8,9
0,0.017455393927437918,227.6623710562441,32.42076654734572,0.3867924528301887,3.99169921875,1308.36393328819,2468.192622346698,1343.6458962008985,0.3028835654258728,0.08596856892108917
1,0.03861840871664194,187.7239340521,62.59881268743304,0.2911392405063291,1.96826171875,1903.7330776156894,4332.2113037109375,2277.2510505997157,0.6360571980476379,0.1005283147096634
2,0.042435441297643324,128.81225073038124,20.912528554426807,0.313953488372093,3.30517578125,1811.7247171620263,3554.731218204942,2145.840079300392,0.496412456035614,0.12186624854803085
3,0.006295381642571726,130.28309914454434,5.193614287487564,0.2411764705882353,21.77294921875,3690.346384645315,7203.109777113969,2967.0292604743136,0.4321458637714386,0.036047305911779404
4,0.017070271599460656,171.91660927761163,26.85442493681177,0.11188811188811187,15.0322265625,3290.03306635164,6001.483154296875,2474.7968664911386,0.5522237420082092,0.06351561844348907
5,0.022277885342236632,196.9025873285122,37.141417074047006,0.2901234567901235,6.625,2238.676750003496,4890.030924479167,2453.518936206785,0.4152981340885161,0.07662654668092728
6,0.01821280679395122,201.84717149819664,12.45992032039098,0.4,10.32763671875,2609.462862252261,5410.1318359375,2361.889795206592,0.3791300356388092,0.07949384301900864
7,0.021495861953563903,111.26754785686909,39.1311913859376,0.40782122905027934,2.89306640625,1164.367244542693,2626.572265625,1783.8682695165667,0.5080233216285706,0.09847409278154373
8,0.021679142736039072,165.67189485841308,28.076064694195928,0.5887850467289719,4.4443359375,1983.6994094888355,4216.520182291667,2026.432975289632,0.3676478564739227,0.08794008195400238
9,0.008425012640996809,95.98343595356395,4.543875210698372,0.34545454545454546,8.99609375,2884.5284633507868,5342.3876953125,2257.578017318996,0.4501006007194519,0.0552549846470356
10,0.03510388707726952,124.24699500910565,9.958418456836961,0.5,1.869140625,1455.5909917705012,3470.1451455393144,2132.749481420644,0.41253915429115295,0.11726592481136322
11,0.03537631448293697,105.68432262417835,8.642074307053441,0.27586206896551724,6.74462890625,1743.7649150258883,3656.931910021552,1844.9804835794034,0.4639436006546021,0.11223071813583374
12,0.01784118260342651,200.8130653950639,7.993482113654715,0.24390243902439024,9.4853515625,2048.789600095265,4375.835735041921,2022.613932312304,0.4635391533374786,0.06936885416507721
13,0.01919037103652954,337.8567204813284,37.09785365709277,0.26804123711340205,9.2666015625,2724.3238759439937,4779.4921875,1870.876495644256,0.4262448847293854,0.07755415141582489
14,0.015651857498848794,107.57350871641287,11.114397979575024,0.21568627450980396,3.75439453125,2154.8121479950364,4905.348115808823,2336.7897267854755,0.5855293869972229,0.05683546885848045
15,0.03085532352842133,112.00335968503583,2.7355638093692707,0.2671232876712329,17.05078125,3365.1504023371417,6383.709800406678,2875.680554297938,0.4483170807361603,0.1131276786327362
16,0.005607307385779179,94.0071408009601,4.371184871868149,0.4383561643835616,5.99169921875,2583.6595121478563,4917.427021748311,2049.431772524399,0.5063850879669191,0.046247750520706184
17,0.02728591458550815,249.7650173070653,28.17812238652083,0.18493150684931506,12.8544921875,2517.504810789754,4653.679165774829,1952.151806289149,0.4507944881916046,0.11242393404245377
18,0.02899523652516878,202.3587480632169,34.487259430418675,0.4190476190476191,8.7490234375,2984.4921361883826,5804.620246167452,2481.2572436026044,0.4242573976516724,0.10763496160507202
19,0.013315162114929734,123.28977487008648,15.469924442237051,0.4782608695652174,3.98681640625,1459.4009721131008,2625.5657327586205,1615.9441244077866,0.45009613037109375,0.07660794258117676
20,0.014285668478173724,221.22977513260815,20.356232179178168,0.2184873949579832,30.4990234375,4463.663106507215,7083.167724609375,2695.419250512949,0.5126560926437378,0.05685582011938095
21,0.00993978480497996,239.4494682856773,7.753626803092521,0.17525773195876287,3.4755859375,1861.2024524718015,3664.3798828125,2267.8300095513932,0.5261370539665222,0.0591866709291935
22,0.016081031924950147,147.01481523217527,4.944103655334906,0.4523809523809524,14.5712890625,2880.783598957902,5216.162109375,2248.318281879693,0.4275158941745758,0.08568224310874939
23,0.041198621768560775,240.3640322630412,45.3576322541761,0.4521739130434783,3.5361328125,1336.0796593505706,2361.4127323545263,1542.8947899115574,0.3580203950405121,0.1324291229248047
24,0.03690096501553996,113.89973618337638,8.478417616203362,0.5333333333333333,2.5439453125,1433.632826254294,2873.7255859375,1947.8462697170864,0.4085025489330292,0.14250719547271729
25,0.041775734083993085,273.5252070035736,49.564482534581224,0.647887323943662,5.478515625,2743.909629238183,5008.26416015625,2255.2426223551347,0.24490588903427124,0.14993737637996676
26,0.023381854973587336,107.52418514051438,2.6785733109205747,0.2815533980582524,4.9013671875,2006.9009902506766,4285.521521935096,2032.628986489593,0.4044246673583984,0.10196297615766524
27,0.0068115285083429145,234.94064884119166,32.740192919196936,0.17777777777777778,5.22314453125,1489.8511328805716,2708.4336224724266,1548.392648936332,0.3865185081958771,0.04825938865542412
28,0.050624428814604085,117.06222645553572,3.4260671153651017,0.6666666666666666,1.89208984375,854.0824269495067,1309.7733931107955,1528.554622809875,0.3391778469085693,0.1710093319416046
29,0.01610981850397019,230.1490801123076,53.37272432825903,0.16568047337278108,10.533203125,2529.956132456693,4925.910213694853,2468.027758136312,0.3691649734973908,0.06498350203037262
30,0.02676886223912417,142.58978748296082,45.362253399442274,0.2369942196531792,21.21728515625,3512.118902085928,6922.429788523706,2957.794832342667,0.5209481716156006,0.07663828134536743
